Category,Sub Category,Product,Description,Price,Product Image,Product Url,Configuration
Software/Manuals,Software/Manuals;Manuals;UMGSWYPB,Getting started with your PowerBook[UMGSWYPB],Type: Users ManualComputer:Getting started with your Powerbook G3Pages:30Part Number(s) : 034-0709-A ,$9.95,,http://www.applebits.net/catalog/product_info.php?cPath=27_28&products_id=146&osCsid=nqt7rbhq5pnl93t8f299pfe511,
Software/Manuals,Software/Manuals;Manuals;UMGSPB,Getting started with your Powerbook[UMGSPB],Type: Users ManualComputer: Getting started with your powerbooknPages: 80Part number(s): Z034-1013-A,$9.95,,http://www.applebits.net/catalog/product_info.php?cPath=27_28&products_id=129&osCsid=nqt7rbhq5pnl93t8f299pfe511,
Software/Manuals,Software/Manuals;Manuals;UMGSQ,Getting started with your Quadra 605[UMGSQ],Type: Users ManualComputer:Getting started with your Quadra 605Pages:22Part Number(s) : 030-4821-A ,$9.95,,http://www.applebits.net/catalog/product_info.php?cPath=27_28&products_id=147&osCsid=nqt7rbhq5pnl93t8f299pfe511,
Software/Manuals,Software/Manuals;Manuals;GSWMT,Getting started wth your Macintosh[GSWMT],Type: Users ManualComputer:Getting started with your Macintosh 140/170Pages:91Part Number(s) : 030-3906-A ,$9.95,,http://www.applebits.net/catalog/product_info.php?cPath=27_28&products_id=144&osCsid=nqt7rbhq5pnl93t8f299pfe511,
Software/Manuals,Software/Manuals;Manuals;iB;UM,iBook User's Manual[iB'UM],Type: Users ManualComputer: ibook users manualPages: 32Part number(s): Z034-0940-A,$9.95,,http://www.applebits.net/catalog/product_info.php?cPath=27_28&products_id=128&osCsid=nqt7rbhq5pnl93t8f299pfe511,
Software/Manuals,Software/Manuals;Manuals;IMSUP/UM,iMac setup/ iMac user's guide[IMSUP/UM],Type: Users ManualComputer: iMac setup / Users guidePages: 32Part number(s): 034-0938-A,$9.95,,http://www.applebits.net/catalog/product_info.php?cPath=27_28&products_id=126&osCsid=nqt7rbhq5pnl93t8f299pfe511,
Software/Manuals,Software/Manuals;Manuals;iMUG,iMac User's Guide[iMUG],Type: Users ManualComputer: iMac Users guidePages: 32Part number(s): Z034-0998-A,$9.95,,http://www.applebits.net/catalog/product_info.php?cPath=27_28&products_id=133&osCsid=nqt7rbhq5pnl93t8f299pfe511,
Software/Manuals,Software/Manuals;Manuals;UMPB1400,Macintosh Powerbook 1400 User's manual[UMPB1400],Type: Users ManualComputer:Macintosh Powerbook 1400Pages: 190Part number(s): 030-6895-A,$9.95,,http://www.applebits.net/catalog/product_info.php?cPath=27_28&products_id=120&osCsid=nqt7rbhq5pnl93t8f299pfe511,
Software/Manuals,Software/Manuals;Manuals;UMPB3400,Macintosh Powerbook 3400 User's manual[UMPB3400],Type: Users ManualComputer: Macintosh Powerbook 3400Pages: 196Part number(s): 030-9139-A,$9.95,,http://www.applebits.net/catalog/product_info.php?cPath=27_28&products_id=113&osCsid=nqt7rbhq5pnl93t8f299pfe511,
Software/Manuals,Software/Manuals;Manuals;UMPB5300,Macintosh Powerbook 5300 User's manual[UMPB5300],Type: Users ManualComputer:Macintosh Powerbook 5300Pages: 175Part number(s): 030-6895-A,$9.95,,http://www.applebits.net/catalog/product_info.php?cPath=27_28&products_id=119&osCsid=nqt7rbhq5pnl93t8f299pfe511,
Software/Manuals,Software/Manuals;Manuals;UMPB3G3sr,Macintosh Powerbook User's manual for the G3 series[UMPB3G3sr],Type: Users ManualComputer:Macintosh Powerbook G3 seriesPages: 95Part number(s): Z034-0667-A,$9.95,,http://www.applebits.net/catalog/product_info.php?cPath=27_28&products_id=123&osCsid=nqt7rbhq5pnl93t8f299pfe511,
Software/Manuals,Software/Manuals;Manuals;UMPM7200,Power Macintosh 7200 User's Manual[UMPM7200],Type: Users ManualComputer: Power Macintosh 7200Pages: 161Part number(s): 030-6965-A,$9.95,,http://www.applebits.net/catalog/product_info.php?cPath=27_28&products_id=114&osCsid=nqt7rbhq5pnl93t8f299pfe511,
Software/Manuals,Software/Manuals;Manuals;UMPM7300,Power Macintosh 7300 User's Manual[UMPM7300],Type: Users ManualComputer: Power Macintosh 7300Pages: 235Part number(s): 030-4194-A,$9.95,,http://www.applebits.net/catalog/product_info.php?cPath=27_28&products_id=115&osCsid=nqt7rbhq5pnl93t8f299pfe511,
Software/Manuals,Software/Manuals;Manuals;UMPM7600,Power Macintosh 7600 User's Manual[UMPM7600],Type: Users ManualComputer:Power Macintosh 7600Pages: 245Part number(s): 030-5383-A,$9.95,,http://www.applebits.net/catalog/product_info.php?cPath=27_28&products_id=117&osCsid=nqt7rbhq5pnl93t8f299pfe511,
Software/Manuals,Software/Manuals;Software;SWIL04CDDVRB,iLife '04 CD & DVD in retail box[SWIL04CDDVRB],Description: iLife '04 CD & DVD in retail boxNote: Sample image onlyIncluded software: The CD contains the following applications:-- iPhoto 4-- iMovie 4-- iTunes 4.2The DVD contains the following applications:-- iPhoto 4-- iMovie 4-- iDVD 4-- GarageBand-- iTunes 4.2Requirements: Both a CD and a DVD are included. Click here to see Apple's website for system requirements for each application.,$29.95,,http://www.applebits.net/catalog/product_info.php?cPath=27_29&products_id=272&osCsid=s1peslttp6jf43ibkn7fi50401,
Software/Manuals,Software/Manuals;Software;SWIL05CD,iLife '05 CD[SWIL05CD],"Description: iLife '05 CDNote: Sample image onlyIncluded software: The CD contains the following applications:-- iPhoto 5-- iMovie HD 5-- iTunes 4.7--> Also included is a CD with the (almost) the latest iTunes and (almost) the lastest QuickTime and all the updates to the applications above (almost means that Apple can release an update without our knowledge, and will not be on this CD)Requirements: For systems without a DVD drive. Click here to see Apple's website for system requirements for each application.",$12.95,,http://www.applebits.net/catalog/product_info.php?cPath=27_29&products_id=257&osCsid=s1peslttp6jf43ibkn7fi50401,
Software/Manuals,Software/Manuals;Software;SWIL05DV,iLife '05 DVD[SWIL05DV],"Description: iLife '05 DVDNote: Sample image onlyIncluded software: The DVD contains the following applications:-- iPhoto 5-- iMovie HD 5-- iDVD 5-- GarageBand 2-- iTunes 4.7--> Also included is a CD with the (almost) the latest iTunes and (almost) the lastest QuickTime and all the updates to the applications above (almost means that Apple can release an update without our knowledge, and will not be on this CD)Requirements: For systems with a DVD drive. Click here to see Apple's website for system requirements for each application.",$22.95,,http://www.applebits.net/catalog/product_info.php?cPath=27_29&products_id=256&osCsid=s1peslttp6jf43ibkn7fi50401,
Software/Manuals,Software/Manuals;Software;SWIL08DV,iLife '08 DVD[SWIL08DV],"Description: iLife '08 DVDNote: Sample image onlyIncluded software: The DVD contains the following applications:-- iPhoto 5-- iMovie HD 5-- iDVD 5-- GarageBand 2-- iTunes 4.7--> Also included is a CD with the (almost) the latest iTunes and (almost) the lastest QuickTime and all the updates to the applications above (almost means that Apple can release an update without our knowledge, and will not be on this CD)Requirements: For systems with a DVD drive. Click here to see Apple's website for system requirements for each application.",$85.00,,http://www.applebits.net/catalog/product_info.php?cPath=27_29&products_id=437&osCsid=s1peslttp6jf43ibkn7fi50401,
Software/Manuals,Software/Manuals;Software;SWOS0910CDIM,Mac OS 9.1 (iMac)  install CD for most Macs[SWOS0910CDIM],,$90.00,,http://www.applebits.net/catalog/product_info.php?cPath=27_29&products_id=161&osCsid=s1peslttp6jf43ibkn7fi50401,
Software/Manuals,Software/Manuals;Software;SWOS1035CDRB,Original OS X 10.3.5 CDs in retail box[SWOS1035CDRB],,$75.00,http://www.applebits.net/images/products/sw/os/osx35origbox.jpg,http://www.applebits.net/catalog/product_info.php?cPath=27_29&products_id=160&osCsid=s1peslttp6jf43ibkn7fi50401,
Software/Manuals,Software/Manuals;Software;SWOS1043DVNB,Original OS X 10.4.3 Tiger DVD [out of retail box][SWOS1043DVNB],,$139.00,,http://www.applebits.net/catalog/product_info.php?cPath=27_29&products_id=639&osCsid=s1peslttp6jf43ibkn7fi50401,
Software/Manuals,Software/Manuals;Software;SWOS1063DVNB,Original OS X 10.6.3 Snow Leopard DVD [no box][SWOS1063DVNB],,$49.00,http://www.applebits.net/images/products/sw/os/swos1060dvnb.jpg,http://www.applebits.net/catalog/product_info.php?cPath=27_29&products_id=721&osCsid=s1peslttp6jf43ibkn7fi50401,
Software/Manuals,Software/Manuals;Software;SWOS0761CDON,Original System 7.6.1 CD[SWOS0761CDON],,$30.00,http://www.applebits.net/images/products/sw/os/os76orig.jpg,http://www.applebits.net/catalog/product_info.php?cPath=27_29&products_id=159&osCsid=s1peslttp6jf43ibkn7fi50401,
Software/Manuals,Software/Manuals;Software;SWOS0800CDRB,Original System 8 CD in retail box[SWOS0800CDRB],,$45.00,http://www.applebits.net/images/products/sw/os/os8rbox.jpg,http://www.applebits.net/catalog/product_info.php?cPath=27_29&products_id=263&osCsid=s1peslttp6jf43ibkn7fi50401,
Parts,Parts;Memory;SO;DIMMDDR3PC3;8500;PAMESOD3G410,SO-DIMM DDR3 PC3-8500 1066Mhz 4Gb kit (2Gb x2)[PAMESOD3G410],"Description: SO-DIMM DDR3 PC8500 1066Mhz 2Gb x2 = total 4Gb (2x SO-DIMMs)Note: Sample image onlyModel: Suit MacBook Intel Core 2 Duo 2Ghz/2.4Ghz 13"" Unibody (original)Note: Suits other models (to be updated)Part number(s): PAMESOD3G41066",$49.00,,http://www.applebits.net/catalog/product_info.php?products_id=937&osCsid=e967h7nq6ef5fqr3uo7dv6u935,
Parts,Parts;Memory;SO;DIMMDDR3PC3;10600;PAMESOD3G610,SO-DIMM: DDR3 PC3-10600 1333Mhz 16Gb kit (8Gb x2)[PAMESOD3G610],"Description: SO-DIMM DDR3 PC10600 1333Mhz 8Gb x2 = total 16Gb (2x SO-DIMMs)Note: Sample image onlyModel: Suit MacBook Intel Core i5 and i7 2011 only in2/2.2/2.3/2.4/2.5/2.6/2.8/2.9 in 13"" and 15"" and 17"" Unibody models (does not suit any 2012 models nor Retina models in both 13"" and 15"")Note: Suits other models (to be updated)Part number(s): PAMESOD3G610",$199.00,,http://www.applebits.net/catalog/product_info.php?products_id=936&osCsid=e967h7nq6ef5fqr3uo7dv6u935,
,;Services/Solutions;;Services;SVREGPMBP357,"Service - GPU repair for MacBook Pro 13""/15""/17"" parts + labour[SVREGPMBP357]","Service: GPU repair for MacBook Pro 13""/15""/17""Symptoms: Common symptoms on MacBook Pros are:-- Horizontal or vertical lines on LCD-- Cannot get past startup screen ie: LCD shows white/grey screen after the Apple logo and startup process-- Purple/blue/red vertical lines or bars on LCD upon startup-- Black screen (no video)-- White/grey screen, and nothing elseComprises: This service includes replacing GPU in MacBook Pro ie: replacing the graphics chip on the logic board with a new GPU; there are other services that provide a cheaper service, but they only provide a solder reflow service or a reheat service. They do not replace the GPU so they are only providing a band aid solution ie: a temporary fix that will fail soon thereafterNote: This service includes parts and labour, a 3 month return to base warranty, and free delivery of your MacBook Pro to you, anywhere in Australia",$369.00,,http://www.applebits.net/catalog/product_info.php?products_id=934&osCsid=e967h7nq6ef5fqr3uo7dv6u935,
iPads/iPhones/iPods,iPads/iPhones/iPods;iPhones;iPhone5/5s;IP0500G064WS,iPhone 5 64Gb A1429 MD663 White/Silver [used/refurb][IP0500G064WS],"iPhone 5 with Apple A6 processor @ 1.3Ghz (1x processor; 2x cores);Ultra high-density 4"" IPS LED backlit display 1136x640 resolution @ 326ppi;1Gb onboard RAM (non-upgradeable);64Gb of internal storage (non-upgradeable);USB Sync and Charge support;Built-in cameras - front and rear-- The rear ""iSight"" camera supports HD video recording (1080p up to 30fps with audio), and also has autofocus, a backside illumination sensor, a hybrid IR filter, and an LED flash. It also has support for tap to focus, face detection, improved video stabilization and panorama shots. The front ""FaceTime HD"" camera takes 1.2 megapixel photos and HD video (720p up to 30fps).;Supports UMTS/HSPA+/DC-HSDPA (850, 900, 1900, 2100 MHz); GSM/EDGE (850, 900, 1800, 1900 MHz); and LTE (Bands 1, 3, 5);Built-in wireless 802.11a/b/g/n;Built-in Bluetooth 4.0;1x Lightning port;1x Headphone port;Built-in Lithium Ion battery;Apple model: A1429 (EMC 2610), MD663 (iPhone5,1);Apple description: iPhone 5 White and Silver [codename N41];Introduced: September 2012;Discontinued: September 2013",$469.00,http://www.applebits.net/images/products/ip/iph/ip5white.jpg,http://www.applebits.net/catalog/product_info.php?products_id=933&osCsid=e967h7nq6ef5fqr3uo7dv6u935,
iPads/iPhones/iPods,iPads/iPhones/iPods;iPhones;iPhone5/5s;IP0500G064BS,iPhone 5 64Gb A1429 MD662 Black/Slate [used/refurb][IP0500G064BS],"iPhone 5 with Apple A6 processor @ 1.3Ghz (1x processor; 2x cores);Ultra high-density 4"" IPS LED backlit display 1136x640 resolution @ 326ppi;1Gb onboard RAM (non-upgradeable);64Gb of internal storage (non-upgradeable);USB Sync and Charge support;Built-in cameras - front and rear-- The rear ""iSight"" camera supports HD video recording (1080p up to 30fps with audio), and also has autofocus, a backside illumination sensor, a hybrid IR filter, and an LED flash. It also has support for tap to focus, face detection, improved video stabilization and panorama shots. The front ""FaceTime HD"" camera takes 1.2 megapixel photos and HD video (720p up to 30fps).;Supports UMTS/HSPA+/DC-HSDPA (850, 900, 1900, 2100 MHz); GSM/EDGE (850, 900, 1800, 1900 MHz); and LTE (Bands 1, 3, 5);Built-in wireless 802.11a/b/g/n;Built-in Bluetooth 4.0;1x Lightning port;1x Headphone port;Built-in Lithium Ion battery;Apple model: A1429 (EMC 2610), MD662 (iPhone5,1);Apple description: iPhone 5 Black and Slate [codename N41];Introduced: September 2012;Discontinued: September 2013",$469.00,http://www.applebits.net/images/products/ip/iph/ip5black.jpg,http://www.applebits.net/catalog/product_info.php?products_id=932&osCsid=e967h7nq6ef5fqr3uo7dv6u935,
Desktops,Desktops;MacPros;DTXEM2G2406D,Mac Pro Xeon 6 Core/2.4Ghz Dual (12 cores; M12) A1289 MD771[DTXEM2G2406D],"Intel Xeon E5645 6 Core (6 per processor) with 12 MB of ""fully shared"" L3 cache per processor @ 2.4Ghz per processor x2 = 12 cores total -- also known as a 12 core processor machine or 2x 6 Core machine;Architecture: 64 Bit;12Gb RAM DDR3 PC3-10600 (1333Mhz) ECC SDRAM (128Gb actual maximum);1Tb Serial-ATA hard drive (expansion bays up to 4 hard drives);Tray-loading Dual Layer SuperDrive optical drive -- reads/writes/rewrites CDs and DVDs (expansion bays up to 2 optical drives);ATI Radeon HD 5770 graphics card with 1GB GDDR5 SDRAM; PCI Express 16-lane (1x dual-link DVI; 2x MiniDisplay Port)-- Supports up to 2 displays on the one card;Audio in - 1x 3.5mm analog input jack; 1x optical S/PDIF (Toslink) input;Audio out - 2x 3.5mm analog output jacks; 1x optical S/PDIF (Toslink) output; 1x built-in speaker;2x built-in 10/100/1000BASE-T Gigabit Ethernet;Built-in 802.11a/b/g/n AirPort Extreme wireless;Bluetooth 2.1 + EDR card;2x 4-lane PCIe 2.0 slots; 2x 16-lane PCIe 2.0 slots (PCIe = PCI Express);4x FireWire 800 ports (up to 800 Mbps);5x USB 2.0 ports (up to 480 Mbps);Model ID: A1289 (EMC 2629), MD771 (MacPro5,1);Apple description: Mac Pro (Mid 2012) [codename Westmere];Introduced: June 2012;Discontinued: October 2013*;The below figures may vary and change according to the Geekbench website:-- Geekbench 2 (64 bit): 19887-- Geekbench 3 (32 bit): 20107-- Geekbench 3 (64 bit): 22053","$2,695.00",http://www.applebits.net/images/products/dt/xe/dtxempro.jpg,http://www.applebits.net/catalog/product_info.php?products_id=931&osCsid=e967h7nq6ef5fqr3uo7dv6u935,
Parts,Parts;Desktops;iMacCore;2;Duos;iMacCD/C2Duos;Videocards;PADT661;5579,"Video card: ATI Radeon 5670 HD 512Mb iMac 27"" M10 661-5579[PADT661-5579]",,$449.00,,http://www.applebits.net/catalog/product_info.php?products_id=930&osCsid=e967h7nq6ef5fqr3uo7dv6u935,
Parts,Parts;Desktops;iMacCore;2;Duos;iMacCD/C2Duos;Logicboards;PADT661;4428,"Logic board: iMac Core 2 Duo 24"" 2.4Ghz 661-4428 820-2110-A[PADT661-4428]",,$449.00,,http://www.applebits.net/catalog/product_info.php?products_id=929&osCsid=e967h7nq6ef5fqr3uo7dv6u935,
iPads/iPhones/iPods,iPads/iPhones/iPods;iPhones;iPhone6/6Plus;IP06P0G064SW,iPhone 6 Plus 64Gb A1524 MGAJ2 Silver/White [used/refurb][IP06P0G064SW],"iPhone 6 Plus with Apple A8 processor @ 1.4Ghz (1x processor; 2x cores);Ultra high-density 5.5"" IPS LED backlit ""Retina HD"" display 1920x1080 resolution @ 401ppi;1Gb onboard RAM (non-upgradeable);64Gb of internal storage (non-upgradeable);USB Sync and Charge support;Built-in cameras - front and rear-- The rear 8 megapixel ""iSight"" camera has 1.5 micron pixels and a f/2.2 aperture and supports HD video recording (1080p up to 30fps with audio as well as support for ""slo-mo"" video (120fps or 240fps.) Apple states that this camera includes new ""Autofocus with Focus Pixels"" (phase detection autofocus capability), and also has a sapphire crystal lens cover, a dual LED-based flash that Apple refers to as ""True Tone,"" a backside illumination sensor, a five-element lens, and a hybrid IR filter. In software, the camera also supports auto image stabilization, auto HDR for photos, ""improved"" face detection, panorama support up to 43 megapixels, burst mode, photo geotagging, and a timer mode. The front ""FaceTime"" camera has an f/2.2 aperture and takes 1.2 megapixel photos and 720p HD video.;Supports CDMA EV-DO Rev. A and Rev. B (800, 1700/2100, 1900, 2100 MHz), UMTS/HSPA+/DC-HSDPA (850, 900, 1700/2100, 1900, 2100 MHz), TD-SCDMA 1900 (F), 2000 (A), GSM/EDGE (850, 900, 1800, 1900 MHz), FDD-LTE (Bands 1, 2, 3, 4, 5, 7, 8, 13, 17, 18, 19, 20, 25, 26, 28, 29), [and] TD-LTE (Bands 38, 39, 40, 41).;Built-in wireless 802.11a/b/g/n/ac;Built-in Bluetooth 4.0;1x Lightning port;1x Headphone port;Built-in Lithium Ion battery;Apple model: A1524 (EMC 2817), MGAJ2 (iPhone7,1);Apple description: iPhone 6 Plus Silver/White [codename N56];Introduced: September 2014;Discontinued: --Current--","$1,089.00",http://www.applebits.net/images/products/ip/iph/ip6psilver.jpg,http://www.applebits.net/catalog/product_info.php?products_id=926&osCsid=e967h7nq6ef5fqr3uo7dv6u935,
